synonym	primary
TAF2D	TAF5
TAFII-100	TAF5
TAFII100	TAF5
ALYUS	TAF6
MGC:8964	TAF6
TAF(II)70	TAF6
TAF(II)80	TAF6
TAF2E	TAF6
TAFII-70	TAF6
TAFII-80	TAF6
TAFII70	TAF6
TAFII80	TAF6
TAFII85	TAF6
TAF2F	TAF7
TAFII55	TAF7
MGC:5067	TAF9
STAF31/32	TAF9
TAF2G	TAF9
TAFII-31	TAF9
TAFII-32	TAF9
TAFII31	TAF9
TAFII32	TAF9
TAFIID32	TAF9
TAF2H	TAF10
TAFII30	TAF10
MGC:15243	TAF11
PRO2134	TAF11
TAF2I	TAF11
TAFII28	TAF11
TAF2J	TAF12
TAFII20	TAF12
MRT60	TAF13
TAF(II)18	TAF13
TAF2K	TAF13
TAFII-18	TAF13
TAFII18	TAF13
CSCF	MAP3K7
FMD2	MAP3K7
MEKK7	MAP3K7
TAK1	NR2C2
TGF1a	MAP3K7
TCL5	TAL1
bHLHa17	TAL1
tal-1	TAL1
TAL	LRSAM1
TAL-H	TALDO1
TALDOR	TALDO1
TALH	TALDO1
ABC17	TAP1
ABCB2	TAP1
D6S114E	TAP1
MHC1D1	TAP1
PSF-1	TAP1
PSF1	GINS1
RING4	TAP1
TAP1*0102N	TAP1
TAP1N	TAP1
ABC18	TAP2
ABCB3	TAP2
APT2	LYPLA2
D6S217E	TAP2
MHC1D2	TAP2
PSF-2	TAP2
PSF2	GINS2
RING11	TAP2
MHC1D3	TAPBP
NGS17	TAPBP
TAPA	TAPBP
TPN	TAPBP
TPSN	TAPBP
TRM3	TARBP1
TRMT3	TARBP1
TRP-185	TARBP1
TRP185	TARBP1
LOQS	TARBP2
TRBP	NCOA6
TRBP1	TARBP2
TRBP2	TARBP2
TARS	TARS1
TTD7	TARS1
ThrRS	TARS1
CAFS	TBX1
CATCH22	TBX1
CTHM	NKX2-6
DGCR	TBX1
DGS	TBX1
TBX1C	TBX1
TGA	TBX1
VCF	TBX1
VCFS	TBX1
AXT	CNTN2
EPEO5	CNTN2
FAME5	CNTN2
TAG-1	CNTN2
TAX	CNTN2
TAX1	CNTN2
BTHS	TAFAZZIN
CMD3A	TAFAZZIN
EFE	TAFAZZIN
EFE2	TAFAZZIN
G4.5	TAFAZZIN
LVNCX	TAFAZZIN
TAZ	WWTR1
Taz1	TAFAZZIN
PEBAT	TBCD
SSD-1	TBCD
tfcD	TBCD
HRD	TBCE
KCS	TBCE
KCS1	TBCE
PEAMO	TBCE
pac2	TBCE
TBG	SERPINA7
TBGQTL	SERPINA7
CHNG8	TBL1X
EBI	TBL1X
SMAP55	TBL1X
TBL1	TBL1Y
GTF2D	TBP
GTF2D1	TBP
HDL4	TBP
SCA17	TBP
TFIID	TBP
VETD	TBX2
HOS	TBX5
SCDO5	TBX6
TBX14	TBX15
BDPLT13	TBXA2R
TXA2-R	TBXA2R
BDPLT14	TBXAS1
CYP5	TBXAS1
CYP5A1	TBXAS1
GHOSAL	TBXAS1
THAS	TBXAS1
TXAS	TBXAS1
TXS	TBXAS1
GTF2S	TCEA1
SII	TCEA1
TCEA	TCEA1
TF2S	TCEA1
TFIIS	TCEA3
TFIIS.H	TCEA3
SIII	ELOA
TCEB1	ELOC
TCEB2	ELOB
ELOA1	ELOA
SIII p110	ELOA
TCEB3	ELOA
TCEB3A	ELOA
E2-2	TCF4
FCD2	TCF4
FECD3	TCF4
ITF-2	TCF4
ITF2	TCF4
PTHS	TCF4
SEF-2	TCF4
SEF2	TCF4
SEF2-1	TCF4
SEF2-1A	TCF4
SEF2-1B	TCF4
SEF2-1D	TCF4
TCF-4	TCF7L2
bHLHb19	TCF4
TBX3-ISO	TBX3
UMS	TBX3
XHL	TBX3
HNF-1-alpha	HNF1A
HNF-1A	HNF1A
HNF1	HNF1A
HNF1alpha	HNF1A
IDDM20	SH2B3
LFB1	HNF1A
MODY3	HNF1A
TCF-1	TCF7
TCF1	HNF1A
ADTKD3	HNF1B
FJHN	UMOD
HNF-1-beta	HNF1B
HNF-1B	HNF1B
HNF1beta	HNF1B
HNF2	HNF1B
HPC11	HNF1B
LF-B3	HNF1B
LFB3	HNF1B
MODY5	HNF1B
TCF-2	HNF1B
TCF2	HNF1B
VHNF1	HNF1B
AGM8	TCF3
AGM8A	TCF3
AGM8B	TCF3
E2A	TCF3
E47	TCF3
ITF1	TCF3
TCF-3	TCF7L1
VDIR	TCF3
bHLHb21	TCF3
AREB6	ZEB1
BZP	ZEB1
DELTAEF1	ZEB1
FECD6	ZEB1
NIL2A	ZEB1
PPCD3	ZEB1
TCF8	ZEB1
ZFHEP	ZEB1
ZFHX1A	ZEB1
C2orf3	GCFC2
DNABF	GCFC2
GCF	GCFC2
TCF9	GCFC2
CRS3	CRISP3
HEB	TCF12
HH26	TCF12
HTF4	TCF12
HsT17266	TCF12
TCF-12	TCF12
bHLHb20	TCF12
p64	TCF12
EC2	TCF15
PARAXIS	TCF15
bHLHa40	TCF15
EZNF	ZNF354A
HEL104	ZNF354A
HKL1	ZNF354A
KID-1	ZNF354A
KID1	ZNF354A
TCF17	ZNF354A
SC1	SPARCL1
TCF-19	TCF19
AR1	TCF20
DDVIBA	TCF20
SPBP	TCF20
TCF-20	TCF20
POD1	CORO7
bHLHa23	TCF21
Swc2	VPS72
TCFL1	VPS72
YL-1	VPS72
YL1	VPS72
MAD7	MLX
MXD7	MLX
TCFL4	MLX
TF4	MLX
bHLHd13	MLX
HC	TCN1
TC-1	TCIM
TCI	LXN
D22S676	TCN2
D22S750	TCN2
TC II	TCN2
TC-2	TCN2
TCII	TCN2
MFD1	TCOF1
TCS	TCOF1
TCS1	TERT
treacle	TCOF1
CCT-alpha	TCP1
CCT1	TCP1
CCTa	TCP1
D6S230E	TCP11
TCP-1-alpha	TCP1
FPPR	TCP11
IMD7	TRA
TCRA	TRA
TRA@	TRA
TCRB	TRB
TRB@	TRB
TCRD	TRD
TCRDV1	TRD
TRD@	TRD
TCRG	TRG
TRG@	TRG
TCTE1L	DYNLT3
TCTEX1L	DYNLT3
TCTE3	DYNLT2
TCTEX1D3	DYNLT2
TCTEX2	DYNLT2
Tctex4	DYNLT2
oda12	DYNLT2
CFAP255	PPP1R11
HCG-V	PPP1R11
HCGV	PPP1R11
IPP3	PPP1R11
TCTE5	PPP1R11
TCTEX5	PPP1R11
CW-1	DYNLT1
TCTEL1	DYNLT1
TCTEX1	DYNLT1
tctex-1	DYNLT1
hTDG	TDG
CR-1	CRIPTO
CRGF	CRIPTO
TDGF1	CRIPTO
CR-3	CRIPTO3
CRIPTO-3	CRIPTO3
TDGF1P3	CRIPTO3
TDGF2	CRIPTO3
TDGF3	CRIPTO3
HYPTRP	TDO2
TO	TDO2
TRPO	TDO2
HEL-S-2a	PRDX2
NKEF-B	PRDX2
NKEFB	PRDX2
PRX2	PRRX2
PRXII	PRDX2
TDPX1	PRDX2
TPX1	CRISP2
TSA	PRDX2
AA	TEAD1
NTEF-1	TEAD1
TCF-13	TEAD1
TCF13	TEAD1
TEAD-1	TEAD1
TEF-1	TEAD1
EFTR-2	TEAD4
RTEF1	TEAD4
TCF13L1	TEAD4
TEF-3	TEAD4
TEFR-1	TEAD4
hRTEF-1B	TEAD4
DTEF-1	TEAD3
ETFR-1	TEAD3
TEAD-3	TEAD3
TEAD5	TEAD3
TEF-5	TEAD3
TEF5	TEAD3
PSCTK4	TEC
DFNA12	TECTA
DFNA8	TECTA
DFNB21	TECTA
BAXI1	TMBIM6
BI-1	TMBIM6
TEGT	TMBIM6
CD202B	TEK
GLC3E	TEK
TIE-2	TEK
TIE2	TEK
VMCM	TEK
VMCM1	TEK
TLP1	TEP1
TP1	TNP1
TROVE1	TEP1
VAULT2	TEP1
p240	RALGAPA1
PIN2	TERF1
TRBF1	TERF1
TRF1	TERF1
hTRF1-AS	TERF1
t-TRF1	TERF1
TRBF2	TERF2
TRF2	TBPL1
CMM9	TERT
DKCA2	TERT
DKCB4	TERT
EST2	TERT
PFBMFT1	TERT
TP2	TNP2
TRT	TERT
hEST2	TERT
hTRT	TERT
HEL-S-71p	TF
PRO1557	TF
PRO2086	TF
TFQTL1	TF
MTDPS15	TFAM
MTTF1	TFAM
MTTFA	TFAM
TCF6	TFAM
TCF6L1	TFAM
TCF6L2	TFAM
TCF6L3	TFAM
AP-2	TFAP2A
AP-2alpha	TFAP2A
AP2TF	TFAP2A
BOFS	TFAP2A
TFAP2	TFAP2A
AP-2B	TFAP2B
AP-2beta	TFAP2B
AP2-B	TFAP2B
PDA2	PDIA2
AP2-GAMMA	TFAP2C
TFAP2G	TFAP2C
hAP-2g	TFAP2C
AP-4	TFAP4
bHLHc41	TFAP4
LBP1C	TFCP2
LSF	TFCP2
LSF1D	TFCP2
SEF	IL17RD
TFCP2C	TFCP2
BBOAS	NR2F1
BBSOAS	NR2F1
COUP-TFI	NR2F1
COUPTF1	NR2F1
EAR-3	NR2F1
EAR3	NR2F1
ERBAL3	NR2F1
SVP44	NR2F1
TCFCOUP1	NR2F1
TFCOUP1	NR2F1
ARP-1	NR2F2
CHTD4	NR2F2
COUPTF2	NR2F2
COUPTFB	NR2F2
COUPTFII	NR2F2
NF-E3	NR2F2
SRXX5	NR2F2
SVP40	NR2F2
TFCOUP2	NR2F2
DILC	TFDP1
DRTF1	TFDP1
Dp-1	TFDP1
MRXSPF	TFE3
RCCX1	TFE3
TFEA	TFE3
bHLHe33	TFE3
BCEI	TFF1
D21S21	TFF1
HP1.A	TFF1
HPS2	AP3B1
pNR-2	TFF1
pS2	TFF1
SML1	TFF2
SP	TFF2
ITF	TFF3
P1B	TFF3
TFI	TFPI
EPI	TFPI
LACI	TFPI
TFPI1	TFPI
HFE3	TFR2
TFRC2	TFR2
CD71	TFRC
IMD46	TFRC
TFR	TFRC
TFR1	TFRC
TRFR	TFRC
p90	CCDC8
AITD3	ZFAT
TGN	TG
TFGA	TGFA
CED	IFT122
DPD1	TGFB1
IBDIMDE	TGFB1
TGF-beta1	TGFB1
TGFB	TGFB1
TGFbeta	TGFB1
ARA55	TGFB1I1
HIC-5	TGFB1I1
HIC5	TGFB1I1
TSC-5	TGFB1I1
G-TSF	TGFB2
LDS4	TGFB2
TGF-beta2	TGFB2
ARVD	TGFB3
ARVD1	TGFB3
LDS5	TGFB3
RNHF	TGFB3
TGF-beta3	TGFB3
EBAF	LEFTY2
LEFTA	LEFTY2
LEFTYA	LEFTY2
TGFB4	LEFTY2
BIGH3	TGFBI
CDB1	TGFBI
CDG2	TGFBI
CDGG1	TGFBI
CSD	CSAD
CSD1	TGFBI
CSD2	TGFBI
CSD3	TGFBI
EBMD	TGFBI
LCD1	TGFBI
AAT5	TGFBR1
ALK-5	TGFBR1
ALK5	TGFBR1
ESS1	TGFBR1
LDS1	TGFBR1
LDS1A	TGFBR1
LDS2A	TGFBR1
MSSE	TGFBR1
SKR4	TGFBR1
TBR-i	TGFBR1
TBRI	TGFBR1
TGFR-1	TGFBR1
tbetaR-I	TGFBR1
TGP	TGM4
hTGP	TGM4
AAT3	TGFBR2
FAA3	TGFBR2
LDS1B	TGFBR2
LDS2	TGFBR2
LDS2B	TGFBR2
MFS2	TGFBR2
RIIC	TGFBR2
TAAD2	TGFBR2
TBR-ii	TGFBR2
TBRII	TGFBR2
TGFR-2	TGFBR2
TGFbeta-RII	TGFBR2
tbetaR-II	TGFBR2
BGCAN	TGFBR3
betaglycan	TGFBR3
HPE4	TGIF1
ARCI1	TGM1
ICR2	TGM1
KTG	TGM1
LI	TGM1
LI1	TGM1
TGASE	TGM1
TGK	TGM1
G(h)	TGM2
TG(C)	TGM2
TGC	TGM2
hTG2	TGM2
tTG	TGM2
TGE	TGM3
UHS2	TGM3
DYT5b	TH
TYH	TH
AHUS6	THBD
BDCA-3	THBD
BDCA3	THBD
CD141	THBD
THPH12	THBD
THRM	THBD
THBS	THBS1
THBS-1	THBS1
TSP	THBS1
TSP-1	THBS1
TSP1	PRSS55
TSP2	THBS2
TSP3	THBS3
TSP-4	THBS4
TSP4	THBS4
THH	TCHH
THL	TCHH
TRHY	TCHH
UHS3	TCHH
EP24.15	THOP1
MEPD_HUMAN	THOP1
MP78	THOP1
TOP	THOP1
CAMT2	THPO
MGDF	THPO
MKCSF	THPO
ML	THPO
MPLLG	THPO
THC9	THPO
THCYT1	THPO
AR7	THRA
CHNG6	THRA
EAR7	THRA
ERB-T-1	THRA
ERBA	THRA
ERBA1	THRA
NR1A1	THRA
THRA1	NR1D1
THRA2	THRA
THRalpha	THRA
THRalpha1	THRA
THRalpha2	THRA
TRalpha	THRA
TRalpha1	THRA
TRalpha2	THRA
c-ERBA-1	THRA
c-erbA	THRA
C-ERBA-2	THRB
C-ERBA-BETA	THRB
ERBA2	THRB
GRTH	DDX25
NR1A2	THRB
PRTH	THRB
THR1	THRB
THRB1	THRB
THRB2	THRB
THRbeta	THRB
THRbeta1	THRB
TRb	THRB
TRbeta	THRB
TRbeta1	THRB
Thrbeta2	THRB
LPGP1	THRSP
Lpgp	THRSP
SPOT14	THRSP
THRP	THRSP
CD90	THY1
CDw90	THY1
EGR-alpha	KLF10
EGRA	KLF10
TIEG	KLF10
TIEG1	KLF10
ALS26	TIA1
TIA-1	TIA1
WDM	TIA1
TCBP	TIAL1
TIAR	TIAL1
NEDLDS	TIAM1
TIAM-1	TIAM1
JTK14	TIE1
LMPHM11	TIE1
TIE	TIE1
CLGI	TIMP1
EPA	TIMP1
HCI	TIMP1
TIMP	TIMP1
TIMP-1	TIMP1
CSC-21K	TIMP2
DDC8	CEP295NL
HSMRK222	TIMP3
K222	TIMP3
K222TA2	TIMP3
SFD	ATP6V1H
TIMP-4	TIMP4
BHC	NKX2-1
NK-2	NKX2-1
NKX2.1	NKX2-1
NKX2A	NKX2-1
NMTC1	NKX2-1
T/EBP	NKX2-1
TEBP	PTGES3
TITF1	NKX2-1
TTF-1	TTF1
ZO-1	TJP1
MTDPS2	TK2
MTTK	TK2
PEOB3	TK2
SCA31	BEAN1
TK2-EXT	TK2
HEL-S-48	TKT
HEL107	TKT
SDDHD	TKT
TK	TKT
TKT1	TKT
TLCN	ICAM5
TLN	TLN1
ESG	SGCE
ESG1	DPPA5
GRG1	TLE1
TLE-1	TLE1
ESG2	TLE2
GRG2	TLE2
ESG3	TLE3
GRG3	TLE3
HsT18976	TLE3
BCE-1	TLE4
BCE1	TLE4
E(spI)	TLE4
E(spl)	TLE4
ESG4	TLE4
GRG4	TLE4
Grg-4	TLE4
ASD6	TLL1
TLL	NR2E1
talin-1	TLN1
Dtrp1	SEC62
HTP1	SEC62
TLOC1	SEC62
TP-1	SEC62
CD281	TLR1
TIL	TLR1
TIL. LPRS5	TLR1
rsc786	TLR1
CD282	TLR2
TIL4	TLR2
CD283	TLR3
IIAE2	TLR3
IMD83	TLR3
ARMD10	TLR4
CD284	TLR4
TLR-4	TLR4
TOLL	TLR4
MELIOS	TLR5
SLE1	TLR5
SLEB1	TLR5
TIL3	TLR5
XTLL	NR2E1
A15	TSPAN7
CCG-B7	TSPAN7
CD231	TSPAN7
DXS1692E	TSPAN7
MRX58	TSPAN7
MXS1	TSPAN7
TALLA-1	TSPAN7
TM4SF2	TSPAN7
TM4SF2b	TSPAN7
XLID58	TSPAN7
CO-029	TSPAN8
TM4SF3	TSPAN8
ILTMP	TM4SF4
il-TMP	TM4SF4
T245	TSPAN6
TM4SF6	TSPAN6
TSPAN-6	TSPAN6
NAG-2	TSPAN4
NAG2	TSPAN4
TETRASPAN	TSPAN4
TM4SF7	TSPAN4
TSPAN-4	TSPAN4
TM7SF1	GPR137B
DHCR14A	TM7SF2
NET47	TM7SF2
EHOC-1	TRAPPC10
EHOC1	TRAPPC10
GT334	TRAPPC10
NEDMISS	TRAPPC10
TMEM1	TRAPPC10
TRS130	TRAPPC10
TRS30	TRAPPC10
ARA160	TMF1
TMF	TMF1
D9S57E	TMOD1
ETMOD	TMOD1
TMOD	TMOD1
CMD1T	TMPO
LEMD4	TMPO
PRO0868	TMPO
PRSS10	TMPRSS2
PTMB4	TMSB4X
TB4X	TMSB4X
TMSB4	TMSB4X
AWAL	CLDN5
BEC1	KCNH3
CPETRL1	CLDN5
TMDVCF	CLDN5
TMVCF	CLDN5
MCDR4	CLEC3B
TNA	CLEC3B
DIF	TNF
TNF-alpha	TNF
TNFA	TNF
TNFSF2	TNF
TNLG1F	TNF
CFAP85	TNNC2
CMYP15	TNNC2
FAP85	TNNC2
MYONRI	TNNC2
BTBD34	TNFAIP1
EDP1	TNFAIP1
hBACURD2	TNFAIP1
B94	TNFAIP2
EXOC3L3	TNFAIP2
A20	TNFAIP3
AIFBL1	TNFAIP3
AISBL	TNFAIP3
OTUD7C	TNFAIP3
TNFA1P2	TNFAIP3
TSG-6	TNFAIP6
TSG6	TNFAIP6
CD120a	TNFRSF1A
FPF	TNFRSF1A
TNF-R	TNFRSF1A
TNF-R-I	TNFRSF1A
TNF-R55	TNFRSF1A
TNFAR	TNFRSF1A
TNFR1	TNFRSF1A
TNFR55	TNFRSF1A
TNFR60	TNFRSF1A
p55-R	TNFRSF1A
p60	SQSTM1
CD120b	TNFRSF1B
TBPII	TNFRSF1B
TNF-R-II	TNFRSF1B
TNF-R75	TNFRSF1B
TNFBR	TNFRSF1B
TNFR1B	TNFRSF1B
TNFR2	TNFRSF1B
TNFR80	TNFRSF1B
p75TNFR	TNFRSF1B
CMD1Z	TNNC1
CMH13	TNNC1
TNNC	TNNC1
SSTNI	TNNI1
TNN1	TNNI1
AMCD2B	TNNI2
DA2B1	TNNI2
FSSV	TNNI2
fsTnI	TNNI2
CMD1FF	TNNI3
CMD2A	TNNI3
CMH7	TNNI3
RCM1	TNNI3
cTnI	TNNI3
ANM	TNNT1
NEM5	TNNT1
STNT	TNNT1
TNT	C16orf82
TNTS	TNNT1
CMD1D	TNNT2
CMH2	TNNT2
LVNC6	TNNT2
RCM3	TNNT2
TnTC	TNNT2
cTnT	TNNT2
DA2B2	TNNT3
TNTF	TNNT3
beta-TnTF	TNNT3
NEDSTO	TNR
TN-R	TNR
MST091	TNS1
MST122	TNS1
MST127	TNS1
MSTP091	TNS1
MSTP122	TNS1
MSTP127	TNS1
MXRA6	TNS1
PPP1R155	TNS1
TNS	TNS1
EDS3	TNXB
EDSCLL	TNXB
EDSCLL1	TNXB
HXBL	TNXB
TENX	TNXB
TN-X	TNXB
TNX	TNXB
TNXB1	TNXB
TNXB2	TNXB
TNXBS	TNXB
VUR8	TNXB
XB	TNXB
XBS	TNXB
TOPI	TOP1
TOP2	TOP2A
TOP2alpha	TOP2A
TOPIIA	TOP2A
TP2A	TOP2A
BILU	TOP2B
TOPIIB	TOP2B
top2beta	TOP2B
MGRISCE2	TOP3A
PEOB5	TOP3A
TOP3	TOP3A
ZGRF7	TOP3A
BCC7	TP53
BMFS5	TP53
LFS1	TP53
P53	TP53
TRP53	TP53
53BP1	TP53BP1
TDRD30	TP53BP1
p202	TP53BP1
p53BP1	TP53BP1
53BP2	TP53BP2
ASPP2	TP53BP2
BBP	TM2D1
P53BP2	TP53BP2
PPP1R13A	TP53BP2
CILD47	TP73
P73	TP73
5T4	TPBG
5T4AG	TPBG
M6P1	TPBG
WAIF1	TPBG
D52	TPD52
N8L	TPD52
PrLZ	TPD52
hD52	TPD52
D53	TPD52L1
TPD53	TPD52L1
D54	TPD52L2
TPD54	TPD52L2
TPRH	TPH1
TRPH	TPH1
HEL-S-49	TPI1
TIM	HAVCR1
TPI	TPI1
TPID	TPI1
C15orf13	TPM1
CMD1Y	TPM1
CMH3	TPM1
HEL-S-265	TPM1
HTM-alpha	TPM1
LVNC9	TPM1
AMCD1	TPM2
CMYP23	TPM2
DA1	TPM2
DA2B4	TPM2
HEL-S-273	TPM2
NEM4	TPM2
TMSB	TPM2
CAPM1	TPM3
CMYP4A	TPM3
CMYP4B	TPM3
HEL-189	TPM3
HEL-S-82p	TPM3
OK/SW-cl.5	TPM3
TM-5	TPM3
TM3	TPM3
TM30	TPM3
TM30nm	TPM3
TM5	TPM3
TPM3nu	TPM3
TPMsk3	TPM3
hscp30	TPM3
BDPLT25	TPM4
HEL-S-108	TPM4
TPMTD	TPMT
MSA	TPO
TDH2A	TPO
TPX	TPO
IMD78	TPP2
TPP-2	TPP2
TPP-II	TPP2
TPPII	TPP2
MRT79	TPR
TPS1	TPSAB1
TPS2	TPSB2
TPSB1	TPSAB1
Tryptase-2	TPSAB1
HRF	TPT1
TCTP	TPT1
p02	TPT1
p23	TMED10
CT44	TPTE
PTEN2	TPTE
TPTE1	TPTE
CRISP-2	CRISP2
CT36	CRISP2
GAPDL5	CRISP2
TR2	TXNRD3
TR4	NR2C2
ECGP	GPATCH1
GP96	HSP90B1
GRP94	HSP90B1
HEL-S-125m	HSP90B1
HEL35	HSP90B1
TRA1	PLSCR4
EBI6	TRAF1
MGC:10353	TRAF1
MGC:45012	TRAF2
RNF117	TRAF2
TRAP3	TRAF2
CAP-1	TRAF3
CD40bp	TRAF3
CRAF1	TRAF3
IIAE5	TRAF3
RNF118	TRAF3
MGC:39780	TRAF5
RNF84	TRAF5
MGC:3310	TRAF6
RNF85	TRAF6
Pro-TRH	TRH
CHNG7	TRHR
TRH-R	TRHR
CCT-gamma	CCT3
CCTG	CCT3
PIG48	CCT3
TCP-1-gamma	CCT3
TRIC5	CCT3
ARHGEF23	TRIO
MEBAS	TRIO
MRD44	TRIO
MRD63	ZNF292
tgat	TRIO
OIP-1	TRIP6
OIP1	TRIP6
TRIP-6	TRIP6
TRIP6i2	TRIP6
ZRP-1	TRIP6
MAGE-d3	TRO
MAGED3	TRO
HTRP-1	TRPC1
SCA41	TRPC3
TRP3	TRPC3
HTRP-4	TRPC4
HTRP4	TRPC4
TRP4	TRPC4
PPP1R159	TRPC5
TRP5	TRPC5
FSGS2	TRPC6
TRP6	TRPC6
EREG1	TRPM2
KNP3	TRPM2
LTRPC2	TRPM2
LTrpC-2	TRPM2
NUDT9H	TRPM2
NUDT9L1	TRPM2
GC79	TRPS1
BCLF-1	TSN
C3PO	TSNAX
RCHF1	TSN
REHF-1	TSN
TBRBP	TSN
TRSLN	TSN
LAM	TSC2
PPP1R160	TSC2
TSC4	TSC2
TSG10	TSG101
VPS23	TSG101
TSH-B	TSHB
TSH-BETA	TSHB
CHNG1	TSHR
LGR3	TSHR
hTSHR-I	TSHR
TRAX	TSNAX
CT78	TSPY10
DYS14	TSPY1
TSPY	TSPY10
pJA923	TSPY1
TSPYL	TSPYL1
EIPR-1	EIPR1
TSSC1	EIPR1
BRW1C	PHLDA2
BWR1C	PHLDA2
HLDA2	PHLDA2
IPL	PHLDA2
TSSC3	PHLDA2
P35B	GFUS
SDR4E1	GFUS
TSTA3	GFUS
TPR1	TTC1
DJ11	DNAJC7
DJC7	DNAJC7
TPR2	DNAJC7
TTC2	DNAJC7
DCRR1	TTC3
RNF105	TTC3
TPRDIII	TTC3
CNS1	TTC4
TTF-I	TTF1
CT96	TTK
ESK	TTK
MPH1	TTK
MPS1L1	TTK
PYT	TTK
CMD1G	TTN
CMH9	TTN
CMPD4	TTN
CMYP5	TTN
EOMFC	TTN
HMERF	TTN
LGMD2J	TTN
LGMDR10	TTN
MYLK5	TTN
SALMY	TTN
TMD	TTN
ATTP	UEVLD
AVED	TTPA
TTP1	COPRS
alphaTTP	TTPA
RDOB	TUB
rd5	TUB
ATTR	TTR
CTS	TTR
CTS1	TTR
HEL111	TTR
HsT2651	TTR
PALB	TTR
TBPA	TTR
ALS22	TUBA4A
H2-ALPHA	TUBA3D
TUBA1	TUBA4A
TUBA2	TUBA3D
bA408E5.3	TUBA3C
CDCBM5	TUBB2A
TUBB2	TUBB4B
CDCBM4	TUBG1
TUBG	TUBG1
TUBGCP1	TUBG1
COXPD4	TUFM
EF-TuMT	TUFM
EFTU	TUFM
P43	TUFM
WHSF	TUFT1
LCA15	TULP1
RP14	TULP1
TUBL1	TULP1
CT65	TULP2
TUBL2	TULP2
HRCDF	TULP3
TUBL3	TULP3
DGCR1	HIRA
TUP1	HIRA
TUPLE1	HIRA
BPES2	TWIST1
BPES3	TWIST1
CRS	TWIST1
CRS1	TWIST1
CSO	TWIST1
SCS	TWIST1
SWCOS	TWIST1
TWIST	TWIST1
bHLHa38	TWIST1
CD134L	TNFSF4
CD252	TNFSF4
GP34	TNFSF4
OX-40L	TNFSF4
OX4OL	TNFSF4
TNLG2B	TNFSF4
TXGP1	TNFSF4
ACT35	TNFRSF4
CD134	TNFRSF4
IMD16	TNFRSF4
OX40	TNFRSF4
TXGP1L	TNFRSF4
BTKL	TXK
PSCTK5	TXK
PTK4	TXK
RLK	TXK
TKL	TXK
TRDX	TXN
TRX	VAC14
TXN1	TXN
Trx80	TXN
GRIM-12	TXNRD1
TRXR1	TXNRD1
TXNR	TXNRD1
TXNR1	TXNRD1
IMD35	TYK2
JTK1	TYK2
DKCD	TYMS
HST422	TYMS
TMS	PYCARD
ATN	TYR
OCA1	TYR
OCA1A	TYR
OCAIA	TYR
SHEP3	TYR
BYK	TYRO3
Dtk	TYRO3
Etk-2	TYRO3
RSE	TYRO3
Rek	TYRO3
Sky	TYRO3
Tif	TYRO3
DAP12	TYROBP
KARAP	TYROBP
PLOSL	TYROBP
PLOSL1	TYROBP
CATB	TYRP1
GP75	TYRP1
OCA3	TYRP1
TRP	TYRP1
TYRP	TYRP1
b-PROTEIN	TYRP1
FP793	U2AF1
RN	ZNF362
RNU2AF1	U2AF1
U2AF35	U2AF1
U2AFBP	U2AF1
CEP52	UBA52
HUBCEP52	UBA52
L40	UBA52
RPL40	UBA52
HEL-S-50	UBB
HMG20	UBC
A1S9	UBA1
A1S9T	UBA1
A1ST	UBA1
AMCX1	UBA1
CFAP124	UBA1
GXP1	UBA1
POC20	UBA1
SMAX2	UBA1
UBA1A	UBA1
UBE1	UBA1
UBE1X	UBA1
VEXAS	UBA1
D8	UBA7
UBA1B	UBA7
UBE1L	UBA7
UBE2	UBA7
UBE7	UBA7
HHR6A	UBE2A
MRXS30	UBE2A
MRXSN	UBE2A
RAD6A	UBE2A
UBC2	UBE2B
E2-17kDa	UBE2B
HHR6B	UBE2B
HR6B	UBE2B
RAD6B	UBE2B
E2(17)KB1	UBE2D1
SFT	UBE2D1
UBC4/5	UBE2D3
UBCH5	UBE2D1
UBCH5A	UBE2D1
E2(17)KB2	UBE2D2
PUBC1	UBE2D2
UBC4	UBE2D2
UBCH4	UBE2D2
UBCH5B	UBE2D2
E2(17)KB3	UBE2D3
UBCH5C	UBE2D3
UBCH6	UBE2E1
UBCH8	UBE2L6
E217K	UBE2G1
UBC7	UBE2G2
UBE2G	UBE2G1
E2-20K	UBE2H
GID3	UBE2H
UBC8	UBE2H
UBCH	UBE2H
UBCH2	UBE2H
C358B7.1	UBE2I
P18	TPPP2
UBC9	UBE2I
E2-F1	UBE2L3
L-UBC	UBE2L3
UBCH7	UBE2L3
UbcM4	UBE2L3
HEL-S-71	UBE2N
UBC13	UBE2N
UBCHBEN	UBE2N
UBCHBEN; UBC13	UBE2N
UbcH-ben	UBE2N
UbcH13	UBE2N
CROC-1	UBE2V1
CROC1	UBE2V1
UBE2V	UBE2V1
UEV-1	UBE2V1
UEV1	UBE2V1
UEV1A	UBE2V1
DDVIT1	UBE2V2
DDVit-1	UBE2V2
EDAF-1	UBE2V2
EDPF-1	UBE2V2
EDPF1	UBE2V2
MMS2	UBE2V2
UEV-2	UBE2V2
UEV2	UBE2V2
ANCR	UBE3A
E6-AP	UBE3A
EPVE6AP	UBE3A
HPVE6A	UBE3A
PIX1	POC1B
GMP1	SUMO1
OFC10	SUMO1
PIC1	SUMO1
SMT3	SUMO1
SMT3C	SUMO1
SMT3H3	SUMO1
UBL1	SUMO1
LBP-1B	UBP1
LBP-1a	UBP1
